"7391.erp Properties"
"General"
"Item","Value"
"Folder","C:\Users\Administrador\Desktop\GonoGo 15-21"
"Type","ERP/W Data"
"File collection date","8/16/2016 16:29:47.73"
"Erp file version","4"
"Subject number","4"
"Collection start time","16:29:47.73"
"Collection end time","16:38:13.29"
"Data acquisition board","Natl. Instr. PCI-6071E (Dev. 1)"
"Data acquisition type","Trial-by-trial"
"Number of trials","500"
"Experiment type","Legacy"

"Channels"
"Channel","Type","Gain","Min. mV","Max. mV","Rate (Hz)","Act. Rate","Electrode","Label"
"1","Scalp","1.00","-100.00","100.00","200.00","200.3606","Fz","Fz"
"2","Scalp","1.00","-100.00","100.00","200.00","200.3606","Pz","Pz"
"3","Scalp","1.00","-100.00","100.00","200.00","200.3606","T3","T3"
"4","Scalp","1.00","-100.00","100.00","200.00","200.3606","T4","T4"
"5","Eye (V)","1.00","-500.00","500.00","200.00","200.3606","","vEOG"
"6","Scalp","1.00","-100.00","100.00","200.00","200.3606","T5","T5"
"7","Scalp","1.00","-100.00","100.00","200.00","200.3606","T6","T6"
"8","Scalp","1.00","-100.00","100.00","200.00","200.3606","C3","C3"
"9","Scalp","1.00","-100.00","100.00","200.00","200.3606","C4","C4"
"10","Scalp","1.00","-100.00","100.00","200.00","200.3606","M1","M1"
"11","Scalp","1.00","-100.00","100.00","200.00","200.3606","M2","M2"
"12","Scalp","1.00","-100.00","100.00","200.00","200.3606","F3","F3"
"13","Scalp","1.00","-100.00","100.00","200.00","200.3606","F4","F4"
"14","Scalp","1.00","-100.00","100.00","200.00","200.3606","F7","F7"
"15","Scalp","1.00","-100.00","100.00","200.00","200.3606","F8","F8"
"16","Scalp","1.00","-100.00","100.00","200.00","200.3606","O1","O1"
"17","Scalp","1.00","-100.00","100.00","200.00","200.3606","O2","O2"
"18","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC1","FC1"
"19","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC2","FC2"
"20","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC5","FC5"
"21","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC6","FC6"
"22","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP1","CP1"
"23","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP2","CP2"
"24","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP5","CP5"
"25","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP6","CP6"
"26","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO3","PO3"
"27","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO4","PO4"
"28","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO7","PO7"
"29","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO8","PO8"
"30","Scalp","1.00","-100.00","100.00","200.00","200.3606","P3","P3"
"31","Scalp","1.00","-100.00","100.00","200.00","200.3606","P4","P4"

"Trials"
"Trial","ID","Pre Set.","Pre Act.","Trial Set.","Trial Act.","Post Set.","Post Act."
"368","2","100","100","801","801","200","200"
"369","2","100","100","801","801","100","100"
"370","3","100","100","801","801","100","100"
"371","2","100","100","801","801","100","100"
"372","2","100","100","801","801","100","100"
"373","2","100","100","801","801","100","100"
"374","3","100","100","801","801","100","100"
"375","2","100","100","801","801","100","100"
"376","2","100","100","801","801","200","200"
"377","2","100","100","801","801","100","100"
"378","2","100","100","801","801","100","100"
"379","2","100","100","801","801","100","100"
"380","2","100","100","801","801","100","100"
"381","3","100","100","801","801","100","100"
"382","2","100","100","801","801","100","100"
"383","2","100","100","801","801","100","100"
"384","3","100","100","801","801","100","100"
"385","3","100","100","801","801","100","100"
"386","2","100","100","801","801","100","100"
"387","3","100","100","801","801","100","100"
"388","3","100","100","801","801","100","100"
"389","3","100","100","801","801","100","100"
"390","3","100","100","801","801","100","100"
"391","3","100","100","801","801","200","200"
"392","2","100","100","801","801","100","100"
"393","2","100","100","801","801","100","100"
"394","3","100","100","801","801","100","100"
"395","2","100","100","801","801","200","200"
"396","2","100","100","801","801","100","100"
"397","2","100","100","801","801","100","100"
"398","3","100","100","801","801","100","100"
"399","2","100","100","801","801","100","100"
"400","2","100","100","801","801","100","100"
"401","3","100","100","801","801","200","200"
"402","2","100","100","801","801","100","100"
"403","2","100","100","801","801","100","100"
"404","2","100","100","801","801","100","100"
"405","2","100","100","801","801","100","100"
"406","2","100","100","801","801","100","100"
"407","3","100","100","801","801","100","100"
"408","2","100","100","801","801","100","100"
"409","3","100","100","801","801","100","100"
"410","3","100","100","801","801","100","100"
"411","3","100","100","801","801","100","100"
"412","3","100","100","801","801","100","100"
"413","3","100","100","801","801","100","100"
"414","3","100","100","801","801","100","100"
"415","3","100","100","801","801","200","200"
"416","3","100","100","801","801","100","100"
"417","3","100","100","801","801","100","100"
"418","2","100","100","801","801","100","100"
"419","3","100","100","801","801","100","100"
"420","2","100","100","801","801","100","100"
"421","2","100","100","801","801","100","100"
"422","2","100","100","801","801","100","100"
"423","3","100","100","801","801","100","100"
"424","2","100","100","801","801","100","100"
"425","2","100","100","801","801","100","100"
"426","3","100","100","801","801","200","200"
"427","2","100","100","801","801","100","100"
"428","3","100","100","801","801","100","100"
"429","3","100","100","801","801","100","100"
"430","2","100","100","801","801","100","100"
"431","2","100","100","801","801","100","100"
"432","2","100","100","801","801","100","100"
"433","2","100","100","801","801","100","100"
"434","3","100","100","801","801","100","100"
"435","2","100","100","801","801","100","100"
"436","3","100","100","801","801","100","100"
"437","3","100","100","801","801","200","200"
"438","2","100","100","801","801","100","100"
"439","2","100","100","801","801","100","100"
"440","2","100","100","801","801","100","100"
"441","2","100","100","801","801","100","100"
"442","2","100","100","801","801","100","100"
"443","2","100","100","801","801","200","200"
"444","3","100","100","801","801","100","100"
"445","3","100","100","801","801","100","100"
"446","3","100","100","801","801","100","100"
"447","3","100","100","801","806","100","95"
"448","2","100","100","801","801","100","100"
"449","2","100","100","801","804","100","97"
"450","2","100","100","801","803","200","198"
"451","3","100","100","801","801","100","100"
"452","2","100","100","801","801","100","100"
"453","2","100","100","801","801","100","100"
"454","3","100","100","801","801","100","100"
"455","2","100","100","801","801","100","100"
"456","3","100","100","801","801","100","100"
"457","2","100","100","801","801","100","100"
"458","3","100","100","801","801","100","100"
"459","3","100","100","801","801","100","100"
"460","2","100","100","801","801","100","100"
"461","2","100","100","801","801","100","100"
"462","2","100","100","801","801","100","100"
"463","2","100","100","801","801","100","100"
"464","2","100","100","801","801","100","100"
"465","2","100","100","801","801","100","100"
"466","3","100","100","801","801","100","100"
"467","2","100","100","801","801","100","100"
"468","2","100","100","801","801","100","100"
"469","3","100","100","801","801","100","100"
"470","2","100","100","801","801","100","100"
"471","2","100","100","801","801","100","100"
"472","3","100","100","801","801","100","100"
"473","2","100","100","801","801","100","100"
"474","3","100","100","801","801","100","100"
"475","3","100","100","801","801","100","100"
"476","2","100","100","801","801","100","100"
"477","3","100","100","801","801","100","100"
"478","2","100","100","801","801","200","200"
"479","3","100","100","801","801","100","100"
"480","3","100","100","801","801","100","100"
"481","3","100","100","801","801","100","100"
"482","2","100","100","801","801","200","200"
"483","3","100","100","801","801","100","100"
"484","2","100","100","801","801","100","100"
"485","3","100","100","801","801","100","100"
"486","2","100","100","801","801","100","100"
"487","2","100","100","801","801","100","100"
"488","3","100","100","801","801","100","100"
"489","2","100","100","801","801","100","100"
"490","2","100","100","801","801","200","200"
"491","3","100","100","801","801","100","100"
"492","3","100","100","801","801","100","100"
"493","3","100","100","801","801","100","100"
"494","2","100","100","801","801","200","200"
"495","2","100","100","801","801","100","100"
"496","2","100","100","801","801","100","100"
"497","2","100","100","801","801","100","100"
"498","3","100","100","801","801","100","100"
"499","2","100","100","801","801","100","100"
"500","2","100","100","801","801","200","200"

"Button events"
"All presses"
"Trial","ID","Pressed","Released","Button","Response"
"1","1","660","","Go","Correct"
"2","1","570","761","Go","Correct"
"3","1","379","551","Go","Correct"
"4","1","338","499","Go","Correct"
"5","1","338","478","Go","Correct"
"6","1","376","518","Go","Correct"
"7","1","347","487","Go","Correct"
"8","1","328","457","Go","Correct"
"9","1","328","465","Go","Correct"
"10","1","415","551","Go","Correct"
"11","1","393","523","Go","Correct"
"12","1","370","519","Go","Correct"
"13","1","318","453","Go","Correct"
"14","1","363","495","Go","Correct"
"15","1","308","470","Go","Correct"
"16","1","336","486","Go","Correct"
"17","1","304","451","Go","Correct"
"18","1","272","430","Go","Correct"
"19","1","254","403","Go","Correct"
"20","1","319","466","Go","Correct"
"21","1","295","448","Go","Correct"
"22","1","257","423","Go","Correct"
"23","1","291","441","Go","Correct"
"24","1","291","455","Go","Correct"
"25","1","312","479","Go","Correct"
"26","1","300","470","Go","Correct"
"27","1","345","513","Go","Correct"
"28","1","302","478","Go","Correct"
"29","1","266","396","Go","Correct"
"30","1","323","485","Go","Correct"
"31","1","329","521","Go","Correct"
"32","1","305","477","Go","Correct"
"33","1","274","403","Go","Correct"
"34","1","287","424","Go","Correct"
"35","1","269","432","Go","Correct"
"36","1","269","420","Go","Correct"
"37","1","287","434","Go","Correct"
"38","1","280","409","Go","Correct"
"39","1","329","461","Go","Correct"
"40","1","343","518","Go","Correct"
"41","1","354","531","Go","Correct"
"42","1","379","539","Go","Correct"
"43","1","400","580","Go","Correct"
"44","1","404","574","Go","Correct"
"45","1","342","552","Go","Correct"
"46","1","305","476","Go","Correct"
"47","1","315","498","Go","Correct"
"48","1","296","467","Go","Correct"
"49","1","267","462","Go","Correct"
"50","1","280","486","Go","Correct"
"51","2","305","487","Go","Correct"
"52","3","335","513","Go","Correct"
"53","3","395","608","Go","Correct"
"54","2","547","738","Go","Correct"
"56","3","65","289","Go","Correct"
"58","3","272","454","Go","Correct"
"59","2","488","577","Go","Correct"
"61","2","274","521","Go","Correct"
"62","3","424","575","Go","Correct"
"64","2","280","426","Go","Correct"
"65","2","370","524","Go","Correct"
"66","2","340","505","Go","Correct"
"67","2","383","541","Go","Correct"
"68","2","328","500","Go","Correct"
"69","3","323","462","Go","Correct"
"71","2","314","500","Go","Correct"
"73","3","324","548","Go","Correct"
"74","2","397","532","Go","Correct"
"79","2","492","661","Go","Correct"
"80","2","496","654","Go","Correct"
"81","2","347","528","Go","Correct"
"83","2","602","763","Go","Correct"
"84","2","472","655","Go","Correct"
"86","2","384","580","Go","Correct"
"87","2","395","567","Go","Correct"
"88","2","354","525","Go","Correct"
"92","2","361","574","Go","Correct"
"93","2","382","571","Go","Correct"
"97","2","436","575","Go","Correct"
"98","2","364","524","Go","Correct"
"99","2","312","473","Go","Correct"
"101","2","429","626","Go","Correct"
"104","2","334","534","Go","Correct"
"105","2","386","569","Go","Correct"
"106","2","439","622","Go","Correct"
"107","2","538","697","Go","Correct"
"108","2","466","583","Go","Correct"
"109","3","371","527","Go","Correct"
"110","2","399","567","Go","Correct"
"116","2","395","576","Go","Correct"
"117","3","395","553","Go","Correct"
"118","3","267","510","Go","Correct"
"120","2","444","639","Go","Correct"
"121","2","514","707","Go","Correct"
"122","3","353","551","Go","Correct"
"123","2","421","626","Go","Correct"
"125","2","435","622","Go","Correct"
"126","2","416","599","Go","Correct"
"127","2","372","542","Go","Correct"
"128","2","376","538","Go","Correct"
"129","2","366","526","Go","Correct"
"131","2","472","672","Go","Correct"
"132","2","442","636","Go","Correct"
"134","2","358","536","Go","Correct"
"138","2","379","557","Go","Correct"
"139","3","406","","Go","Correct"
"140","3","-100","","Go","Incorrect"
"141","3","-100","140","Go","Incorrect"
"142","2","407","607","Go","Correct"
"143","2","426","578","Go","Correct"
"145","2","392","575","Go","Correct"
"147","2","398","571","Go","Correct"
"149","2","402","587","Go","Correct"
"151","2","402","566","Go","Correct"
"152","2","526","713","Go","Correct"
"157","2","401","577","Go","Correct"
"158","2","414","569","Go","Correct"
"160","2","386","554","Go","Correct"
"165","2","451","608","Go","Correct"
"169","2","386","570","Go","Correct"
"172","2","444","645","Go","Correct"
"173","2","456","613","Go","Correct"
"175","2","430","585","Go","Correct"
"176","2","462","625","Go","Correct"
"178","2","435","583","Go","Correct"
"181","2","396","577","Go","Correct"
"182","2","354","546","Go","Correct"
"183","2","400","551","Go","Correct"
"184","2","444","601","Go","Correct"
"185","2","430","572","Go","Correct"
"188","2","434","602","Go","Correct"
"189","2","477","648","Go","Correct"
"190","2","590","760","Go","Correct"
"194","2","370","560","Go","Correct"
"197","2","428","606","Go","Correct"
"198","3","370","","Go","Correct"
"199","3","-100","58","Go","Incorrect"
"200","2","421","608","Go","Correct"
"202","2","386","552","Go","Correct"
"203","2","580","739","Go","Correct"
"206","2","383","579","Go","Correct"
"208","2","481","679","Go","Correct"
"209","2","480","667","Go","Correct"
"211","2","407","600","Go","Correct"
"212","2","409","577","Go","Correct"
"213","2","462","629","Go","Correct"
"215","2","-83","96","Go","Incorrect"
"216","3","273","","Go","Correct"
"217","3","-100","98","Go","Incorrect"
"218","2","404","606","Go","Correct"
"219","2","636","","Go","Correct"
"220","2","446","636","Go","Correct"
"222","2","397","572","Go","Correct"
"223","2","397","569","Go","Correct"
"226","2","420","587","Go","Correct"
"227","2","422","594","Go","Correct"
"230","3","285","503","Go","Correct"
"231","2","198","506","Go","Correct"
"234","2","395","590","Go","Correct"
"235","2","436","618","Go","Correct"
"236","2","509","660","Go","Correct"
"243","2","469","657","Go","Correct"
"246","2","386","567","Go","Correct"
"248","2","399","571","Go","Correct"
"250","2","664","","Go","Correct"
"252","2","397","573","Go","Correct"
"255","2","362","541","Go","Correct"
"257","2","361","536","Go","Correct"
"258","2","468","619","Go","Correct"
"259","2","551","709","Go","Correct"
"260","2","429","586","Go","Correct"
"262","3","359","","Go","Correct"
"263","2","-100","-23","Go","Incorrect"
"263","2","754","","Go","Correct"
"264","2","-100","-58","Go","Incorrect"
"265","2","344","490","Go","Correct"
"267","2","438","603","Go","Correct"
"268","2","516","666","Go","Correct"
"269","2","517","642","Go","Correct"
"271","2","390","596","Go","Correct"
"272","2","470","631","Go","Correct"
"275","2","407","582","Go","Correct"
"276","2","475","628","Go","Correct"
"277","2","541","678","Go","Correct"
"279","3","548","","Go","Correct"
"280","3","-100","613","Go","Incorrect"
"281","2","410","638","Go","Correct"
"286","2","424","563","Go","Correct"
"289","2","407","595","Go","Correct"
"290","2","520","663","Go","Correct"
"294","2","477","661","Go","Correct"
"299","2","432","578","Go","Correct"
"300","2","496","645","Go","Correct"
"302","2","496","633","Go","Correct"
"307","2","408","594","Go","Correct"
"308","3","374","","Go","Correct"
"309","2","-100","480","Go","Incorrect"
"312","2","349","493","Go","Correct"
"314","2","486","615","Go","Correct"
"317","2","481","662","Go","Correct"
"318","2","562","731","Go","Correct"
"320","2","452","612","Go","Correct"
"321","2","546","656","Go","Correct"
"322","2","494","644","Go","Correct"
"323","2","469","615","Go","Correct"
"325","2","388","583","Go","Correct"
"326","2","401","590","Go","Correct"
"327","2","392","580","Go","Correct"
"331","2","408","605","Go","Correct"
"332","2","415","600","Go","Correct"
"334","2","402","580","Go","Correct"
"336","2","421","610","Go","Correct"
"337","2","469","623","Go","Correct"
"338","2","482","599","Go","Correct"
"339","2","513","678","Go","Correct"
"341","2","472","645","Go","Correct"
"342","2","443","621","Go","Correct"
"343","2","464","634","Go","Correct"
"344","2","551","721","Go","Correct"
"345","2","571","719","Go","Correct"
"347","2","422","611","Go","Correct"
"348","2","449","605","Go","Correct"
"349","2","491","643","Go","Correct"
"353","2","396","591","Go","Correct"
"354","2","328","522","Go","Correct"
"355","2","489","662","Go","Correct"
"356","2","480","651","Go","Correct"
"357","2","444","627","Go","Correct"
"361","2","468","641","Go","Correct"
"362","2","431","611","Go","Correct"
"363","2","416","593","Go","Correct"
"364","2","355","547","Go","Correct"
"365","2","373","545","Go","Correct"
"366","2","369","573","Go","Correct"
"367","2","370","588","Go","Correct"
"368","2","414","640","Go","Correct"
"369","2","392","586","Go","Correct"
"371","2","416","608","Go","Correct"
"372","2","492","674","Go","Correct"
"373","2","403","594","Go","Correct"
"374","3","363","","Go","Correct"
"375","2","-100","423","Go","Incorrect"
"376","2","460","601","Go","Correct"
"377","2","406","575","Go","Correct"
"378","2","461","629","Go","Correct"
"379","2","582","767","Go","Correct"
"380","2","520","715","Go","Correct"
"382","2","391","567","Go","Correct"
"383","2","334","563","Go","Correct"
"384","3","335","","Go","Correct"
"385","3","-100","","Go","Incorrect"
"386","2","-100","490","Go","Incorrect"
"388","3","341","648","Go","Correct"
"392","2","440","643","Go","Correct"
"393","2","393","561","Go","Correct"
"395","2","413","562","Go","Correct"
"396","2","484","585","Go","Correct"
"397","2","632","753","Go","Correct"
"399","2","450","589","Go","Correct"
"400","2","420","589","Go","Correct"
"402","2","400","568","Go","Correct"
"403","2","415","593","Go","Correct"
"404","2","491","661","Go","Correct"
"405","2","539","719","Go","Correct"
"406","2","491","693","Go","Correct"
"408","2","472","625","Go","Correct"
"414","3","446","","Go","Correct"
"415","3","-100","","Go","Incorrect"
"418","2","534","735","Go","Correct"
"421","2","368","533","Go","Correct"
"422","2","428","579","Go","Correct"
"424","2","431","549","Go","Correct"
"425","2","374","531","Go","Correct"
"427","2","499","672","Go","Correct"
"430","2","456","609","Go","Correct"
"431","2","363","541","Go","Correct"
"432","2","348","508","Go","Correct"
"433","2","520","657","Go","Correct"
"435","2","436","600","Go","Correct"
"438","2","447","596","Go","Correct"
"439","2","370","538","Go","Correct"
"440","2","506","621","Go","Correct"
"441","2","442","571","Go","Correct"
"442","2","465","596","Go","Correct"
"444","3","-100","-73","Go","Incorrect"
"445","3","354","","Go","Correct"
"446","3","-100","242","Go","Incorrect"
"448","2","555","760","Go","Correct"
"449","2","528","649","Go","Correct"
"450","2","605","700","Go","Correct"
"452","2","430","604","Go","Correct"
"457","2","375","560","Go","Correct"
"459","3","410","","Go","Correct"
"460","2","-100","340","Go","Incorrect"
"461","2","494","651","Go","Correct"
"462","2","388","538","Go","Correct"
"463","2","391","573","Go","Correct"
"464","2","461","634","Go","Correct"
"467","2","384","529","Go","Correct"
"468","2","484","628","Go","Correct"
"470","2","509","689","Go","Correct"
"471","2","522","680","Go","Correct"
"476","2","435","625","Go","Correct"
"478","2","496","616","Go","Correct"
"479","3","425","","Go","Correct"
"480","3","-100","524","Go","Incorrect"
"482","2","437","627","Go","Correct"
"483","3","391","595","Go","Correct"
"484","2","483","681","Go","Correct"
"487","2","290","488","Go","Correct"
"489","2","356","556","Go","Correct"
"490","2","411","586","Go","Correct"
"491","3","403","","Go","Correct"
"492","3","-100","","Go","Incorrect"
"493","3","-100","","Go","Incorrect"
"494","2","-100","579","Go","Incorrect"
"495","2","476","641","Go","Correct"
"496","2","570","768","Go","Correct"
"497","2","487","687","Go","Correct"
"499","2","516","647","Go","Correct"
"500","2","463","600","Go","Correct"

"Correct presses"
"Trial","ID","First","Correct","Channel of first"
"1","1","660","660","6"
"2","1","570","570","6"
"3","1","379","379","6"
"4","1","338","338","6"
"5","1","338","338","6"
"6","1","376","376","6"
"7","1","347","347","6"
"8","1","328","328","6"
"9","1","328","328","6"
"10","1","415","415","6"
"11","1","393","393","6"
"12","1","370","370","6"
"13","1","318","318","6"
"14","1","363","363","6"
"15","1","308","308","6"
"16","1","336","336","6"
"17","1","304","304","6"
"18","1","272","272","6"
"19","1","254","254","6"
"20","1","319","319","6"
"21","1","295","295","6"
"22","1","257","257","6"
"23","1","291","291","6"
"24","1","291","291","6"
"25","1","312","312","6"
"26","1","300","300","6"
"27","1","345","345","6"
"28","1","302","302","6"
"29","1","266","266","6"
"30","1","323","323","6"
"31","1","329","329","6"
"32","1","305","305","6"
"33","1","274","274","6"
"34","1","287","287","6"
"35","1","269","269","6"
"36","1","269","269","6"
"37","1","287","287","6"
"38","1","280","280","6"
"39","1","329","329","6"
"40","1","343","343","6"
"41","1","354","354","6"
"42","1","379","379","6"
"43","1","400","400","6"
"44","1","404","404","6"
"45","1","342","342","6"
"46","1","305","305","6"
"47","1","315","315","6"
"48","1","296","296","6"
"49","1","267","267","6"
"50","1","280","280","6"
"51","2","305","305","6"
"52","3","335","335","6"
"53","3","395","395","6"
"54","2","547","547","6"
"56","3","65","65","6"
"58","3","272","272","6"
"59","2","488","488","6"
"61","2","274","274","6"
"62","3","424","424","6"
"64","2","280","280","6"
"65","2","370","370","6"
"66","2","340","340","6"
"67","2","383","383","6"
"68","2","328","328","6"
"69","3","323","323","6"
"71","2","314","314","6"
"73","3","324","324","6"
"74","2","397","397","6"
"79","2","492","492","6"
"80","2","496","496","6"
"81","2","347","347","6"
"83","2","602","602","6"
"84","2","472","472","6"
"86","2","384","384","6"
"87","2","395","395","6"
"88","2","354","354","6"
"92","2","361","361","6"
"93","2","382","382","6"
"97","2","436","436","6"
"98","2","364","364","6"
"99","2","312","312","6"
"101","2","429","429","6"
"104","2","334","334","6"
"105","2","386","386","6"
"106","2","439","439","6"
"107","2","538","538","6"
"108","2","466","466","6"
"109","3","371","371","6"
"110","2","399","399","6"
"116","2","395","395","6"
"117","3","395","395","6"
"118","3","267","267","6"
"120","2","444","444","6"
"121","2","514","514","6"
"122","3","353","353","6"
"123","2","421","421","6"
"125","2","435","435","6"
"126","2","416","416","6"
"127","2","372","372","6"
"128","2","376","376","6"
"129","2","366","366","6"
"131","2","472","472","6"
"132","2","442","442","6"
"134","2","358","358","6"
"138","2","379","379","6"
"139","3","406","406","6"
"142","2","407","407","6"
"143","2","426","426","6"
"145","2","392","392","6"
"147","2","398","398","6"
"149","2","402","402","6"
"151","2","402","402","6"
"152","2","526","526","6"
"157","2","401","401","6"
"158","2","414","414","6"
"160","2","386","386","6"
"165","2","451","451","6"
"169","2","386","386","6"
"172","2","444","444","6"
"173","2","456","456","6"
"175","2","430","430","6"
"176","2","462","462","6"
"178","2","435","435","6"
"181","2","396","396","6"
"182","2","354","354","6"
"183","2","400","400","6"
"184","2","444","444","6"
"185","2","430","430","6"
"188","2","434","434","6"
"189","2","477","477","6"
"190","2","590","590","6"
"194","2","370","370","6"
"197","2","428","428","6"
"198","3","370","370","6"
"200","2","421","421","6"
"202","2","386","386","6"
"203","2","580","580","6"
"206","2","383","383","6"
"208","2","481","481","6"
"209","2","480","480","6"
"211","2","407","407","6"
"212","2","409","409","6"
"213","2","462","462","6"
"216","3","273","273","6"
"218","2","404","404","6"
"219","2","636","636","6"
"220","2","446","446","6"
"222","2","397","397","6"
"223","2","397","397","6"
"226","2","420","420","6"
"227","2","422","422","6"
"230","3","285","285","6"
"231","2","198","198","6"
"234","2","395","395","6"
"235","2","436","436","6"
"236","2","509","509","6"
"243","2","469","469","6"
"246","2","386","386","6"
"248","2","399","399","6"
"250","2","664","664","6"
"252","2","397","397","6"
"255","2","362","362","6"
"257","2","361","361","6"
"258","2","468","468","6"
"259","2","551","551","6"
"260","2","429","429","6"
"262","3","359","359","6"
"263","2","754","754","6"
"265","2","344","344","6"
"267","2","438","438","6"
"268","2","516","516","6"
"269","2","517","517","6"
"271","2","390","390","6"
"272","2","470","470","6"
"275","2","407","407","6"
"276","2","475","475","6"
"277","2","541","541","6"
"279","3","548","548","6"
"281","2","410","410","6"
"286","2","424","424","6"
"289","2","407","407","6"
"290","2","520","520","6"
"294","2","477","477","6"
"299","2","432","432","6"
"300","2","496","496","6"
"302","2","496","496","6"
"307","2","408","408","6"
"308","3","374","374","6"
"312","2","349","349","6"
"314","2","486","486","6"
"317","2","481","481","6"
"318","2","562","562","6"
"320","2","452","452","6"
"321","2","546","546","6"
"322","2","494","494","6"
"323","2","469","469","6"
"325","2","388","388","6"
"326","2","401","401","6"
"327","2","392","392","6"
"331","2","408","408","6"
"332","2","415","415","6"
"334","2","402","402","6"
"336","2","421","421","6"
"337","2","469","469","6"
"338","2","482","482","6"
"339","2","513","513","6"
"341","2","472","472","6"
"342","2","443","443","6"
"343","2","464","464","6"
"344","2","551","551","6"
"345","2","571","571","6"
"347","2","422","422","6"
"348","2","449","449","6"
"349","2","491","491","6"
"353","2","396","396","6"
"354","2","328","328","6"
"355","2","489","489","6"
"356","2","480","480","6"
"357","2","444","444","6"
"361","2","468","468","6"
"362","2","431","431","6"
"363","2","416","416","6"
"364","2","355","355","6"
"365","2","373","373","6"
"366","2","369","369","6"
"367","2","370","370","6"
"368","2","414","414","6"
"369","2","392","392","6"
"371","2","416","416","6"
"372","2","492","492","6"
"373","2","403","403","6"
"374","3","363","363","6"
"376","2","460","460","6"
"377","2","406","406","6"
"378","2","461","461","6"
"379","2","582","582","6"
"380","2","520","520","6"
"382","2","391","391","6"
"383","2","334","334","6"
"384","3","335","335","6"
"388","3","341","341","6"
"392","2","440","440","6"
"393","2","393","393","6"
"395","2","413","413","6"
"396","2","484","484","6"
"397","2","632","632","6"
"399","2","450","450","6"
"400","2","420","420","6"
"402","2","400","400","6"
"403","2","415","415","6"
"404","2","491","491","6"
"405","2","539","539","6"
"406","2","491","491","6"
"408","2","472","472","6"
"414","3","446","446","6"
"418","2","534","534","6"
"421","2","368","368","6"
"422","2","428","428","6"
"424","2","431","431","6"
"425","2","374","374","6"
"427","2","499","499","6"
"430","2","456","456","6"
"431","2","363","363","6"
"432","2","348","348","6"
"433","2","520","520","6"
"435","2","436","436","6"
"438","2","447","447","6"
"439","2","370","370","6"
"440","2","506","506","6"
"441","2","442","442","6"
"442","2","465","465","6"
"445","3","354","354","6"
"448","2","555","555","6"
"449","2","528","528","6"
"450","2","605","605","6"
"452","2","430","430","6"
"457","2","375","375","6"
"459","3","410","410","6"
"461","2","494","494","6"
"462","2","388","388","6"
"463","2","391","391","6"
"464","2","461","461","6"
"467","2","384","384","6"
"468","2","484","484","6"
"470","2","509","509","6"
"471","2","522","522","6"
"476","2","435","435","6"
"478","2","496","496","6"
"479","3","425","425","6"
"482","2","437","437","6"
"483","3","391","391","6"
"484","2","483","483","6"
"487","2","290","290","6"
"489","2","356","356","6"
"490","2","411","411","6"
"491","3","403","403","6"
"495","2","476","476","6"
"496","2","570","570","6"
"497","2","487","487","6"
"499","2","516","516","6"
"500","2","463","463","6"

"Button response summary"
"Trial ID filter: No filter"
"Response filter: No filter"
"Trial Score filter: No filter"
"Maximum number of bad scalp channels filter: 0"
"Trials matching the current filter set: 500  [ 100.0 percent of trials ]"
"Trial","ID","Response","Score","Reason"
"1","1","Correct","Good",""
"2","1","Correct","Good",""
"3","1","Correct","Good",""
"4","1","Correct","Good",""
"5","1","Correct","Good",""
"6","1","Correct","Good",""
"7","1","Correct","Good",""
"8","1","Correct","Good",""
"9","1","Correct","Good",""
"10","1","Correct","Good",""
"11","1","Correct","Good",""
"12","1","Correct","Good",""
"13","1","Correct","Good",""
"14","1","Correct","Good",""
"15","1","Correct","Good",""
"16","1","Correct","Good",""
"17","1","Correct","Good",""
"18","1","Correct","Good",""
"19","1","Correct","Good",""
"20","1","Correct","Good",""
"21","1","Correct","Good",""
"22","1","Correct","Good",""
"23","1","Correct","Good",""
"24","1","Correct","Good",""
"25","1","Correct","Good",""
"26","1","Correct","Good",""
"27","1","Correct","Good",""
"28","1","Correct","Good",""
"29","1","Correct","Good",""
"30","1","Correct","Good",""
"31","1","Correct","Good",""
"32","1","Correct","Good",""
"33","1","Correct","Good",""
"34","1","Correct","Good",""
"35","1","Correct","Good",""
"36","1","Correct","Good",""
"37","1","Correct","Good",""
"38","1","Correct","Good",""
"39","1","Correct","Good",""
"40","1","Correct","Good",""
"41","1","Correct","Good",""
"42","1","Correct","Good",""
"43","1","Correct","Good",""
"44","1","Correct","Good",""
"45","1","Correct","Good",""
"46","1","Correct","Good",""
"47","1","Correct","Good",""
"48","1","Correct","Good",""
"49","1","Correct","Good",""
"50","1","Correct","Good",""
"51","2","Correct","Good",""
"52","3","Correct","Good",""
"53","3","Correct","Good",""
"54","2","Correct","Good",""
"55","3","Incorrect","Good",""
"56","3","Correct","Good",""
"57","2","Incorrect","Good",""
